se_name	mesh_id	mesh_term	map_type	se_name_check	drug_count	check
Compulsive shopping				Compulsive shopping	2	TRUE
Congenital foot malformation	D005532	Foot Deformities, Congenital	CUI_MATCH	Congenital foot malformation	2	TRUE
Congenital genital malformation				Congenital genital malformation	2	TRUE
Congenital musculoskeletal anomaly	D009139	Musculoskeletal Abnormalities	CUI_MATCH	Congenital musculoskeletal anomaly	2	TRUE
Conjunctivitis infective	D003231	Conjunctivitis	REVERSE SUBSTRING MATCH	Conjunctivitis infective	2	TRUE
Conjunctivitis papillary	D003231	Conjunctivitis	REVERSE SUBSTRING MATCH	Conjunctivitis papillary	2	TRUE
Consciousness clouding				Consciousness clouding	2	TRUE
Convulsions aggravated				Convulsions aggravated	2	TRUE
Coombs direct test positive				Coombs direct test positive	2	TRUE
Corneal calcification				Corneal calcification	2	TRUE
Corneal degeneration				Corneal degeneration	2	TRUE
Corneal irritation				Corneal irritation	2	TRUE
Corneal scar	D065306	Corneal Injuries	LOOKUP_EXACT_UMLS_TERM	Corneal scar	2	TRUE
Corneal stromal edema	D004487	Edema	REVERSE SUBSTRING MATCH	Corneal stromal edema	2	TRUE
Corpus luteum cyst	D010048	Ovarian Cysts	LOOKUP_EXACT_UMLS_TERM	Corpus luteum cyst	2	TRUE
Cotton wool spots				Cotton wool spots	2	TRUE
Creatine phosphokinase serum increased	D003401	Creatine	REVERSE SUBSTRING MATCH	Creatine phosphokinase serum increased	2	TRUE
Creatinine abnormal NOS	D003404	Creatinine	REVERSE SUBSTRING MATCH	Creatinine abnormal NOS	2	TRUE
Cryptosporidiosis infection	D003457	Cryptosporidiosis	UMLS_MEDDRA	Cryptosporidiosis infection	2	TRUE
Crystal urine present				Crystal urine present	2	TRUE
Cutaneous T-cell lymphoma	D016410	Lymphoma, T-Cell, Cutaneous	EFO_MAP	Cutaneous T-cell lymphoma	2	TRUE
Cyanopsia				Cyanopsia	2	TRUE
Cyclosporine toxicity				Cyclosporine toxicity	2	TRUE
Cystitis interstitial	D018856	Cystitis, Interstitial	CUI_MATCH	Cystitis interstitial	2	TRUE
Cytokine release syndrome	D000080424	Cytokine Release Syndrome	MM_CUI	Cytokine release syndrome	2	TRUE
Cytomegalovirus colitis	D003092	Colitis	REVERSE SUBSTRING MATCH	Cytomegalovirus colitis	2	TRUE
Cytomegalovirus retinitis	D017726	Cytomegalovirus Retinitis	CUI_MATCH	Cytomegalovirus retinitis	2	TRUE
Cytomegalovirus viraemia	D014766	Viremia	REVERSE SUBSTRING MATCH	Cytomegalovirus viraemia	2	TRUE
Dacryostenosis acquired				Dacryostenosis acquired	2	TRUE
Deafness unilateral	D046088	Hearing Loss, Unilateral	LOOKUP_EXACT_UMLS_TERM	Deafness unilateral	2	TRUE
Decompensated cirrhosis				Decompensated cirrhosis	2	TRUE
Decreased interest				Decreased interest	2	TRUE
Decreased vibratory sense				Decreased vibratory sense	2	TRUE
Delayed orgasm				Delayed orgasm	2	TRUE
Delayed puberty	D011628	Puberty, Delayed	CUI_MATCH	Delayed puberty	2	TRUE
Delirium toxic	D003693	Delirium	REVERSE SUBSTRING MATCH	Delirium toxic	2	TRUE
Delusional disorders	D012563	Schizophrenia, Paranoid	LOOKUP_EXACT_UMLS_TERM	Delusional disorders	2	TRUE
Demyelinating polyneuropathy	D011115	Polyneuropathies	REVERSE SUBSTRING MATCH	Demyelinating polyneuropathy	2	TRUE
Dentoalveolar abscess	D010482	Periapical Abscess	CUI_MATCH	Dentoalveolar abscess	2	TRUE
Deposit eye				Deposit eye	2	TRUE
Dermatitis eyelid	D003872	Dermatitis	REVERSE SUBSTRING MATCH	Dermatitis eyelid	2	TRUE
Dermatitis radiation NOS	D011855	Radiodermatitis	CUI_MATCH	Dermatitis radiation NOS	2	TRUE
Descemetitis				Descemetitis	2	TRUE
Device dislocation				Device dislocation	2	TRUE
Diabetes mellitus inadequate control	D003920	Diabetes Mellitus	REVERSE SUBSTRING MATCH	Diabetes mellitus inadequate control	2	TRUE
Diabetic complication	D048909	Diabetes Complications	CUI_MATCH	Diabetic complication	2	TRUE
Diabetic nephropathy	D003928	Diabetic Nephropathies	CUI_MATCH	Diabetic nephropathy	2	TRUE
Diabetic peripheral neuropathy	D011115	Polyneuropathies	REVERSE SUBSTRING MATCH	Diabetic peripheral neuropathy	2	TRUE
Diarrhoea, Clostridium difficile	D003967	Diarrhea	REVERSE SUBSTRING MATCH	Diarrhoea, Clostridium difficile	2	TRUE
Discoid lupus erythematosus	D008179	Lupus Erythematosus, Discoid	MM_CUI	Discoid lupus erythematosus	2	TRUE
Disorder birth	D009358	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	UMLS_MEDDRA	Disorder birth	2	TRUE
Diverticulum intestinal	D004240	Diverticulum	LOOKUP_EXACT_MEDDRA_TERM	Diverticulum intestinal	2	TRUE
Dizziness aggravated	D004244	Dizziness	REVERSE SUBSTRING MATCH	Dizziness aggravated	2	TRUE
Drug - food interaction	D018565	Food-Drug Interactions	CUI_MATCH	Drug - food interaction	2	TRUE
Drug administration error				Drug administration error	2	TRUE
Drug effect prolonged				Drug effect prolonged	2	TRUE
Drug-induced hypersensitivity syndrome	D006967	Hypersensitivity	REVERSE SUBSTRING MATCH	Drug-induced hypersensitivity syndrome	2	TRUE
Drug-induced parkinsonism	D020734	Parkinsonian Disorders	REVERSE SUBSTRING MATCH	Drug-induced parkinsonism	2	TRUE
Duodenal perforation				Duodenal perforation	2	TRUE
Dupuytren's contracture	D004387	Dupuytren Contracture	UMLS_MEDDRA	Dupuytren's contracture	2	TRUE
Dwarfism	D004392	Dwarfism	UMLS_MEDDRA	Dwarfism	2	TRUE
Dysacusis	D006311	Hearing Disorders	LOOKUP_EXACT_UMLS_TERM	Dysacusis	2	TRUE
Dysaesthesia pharynx	D010292	Paresthesia	MANUAL_CURATION	Dysaesthesia pharynx	2	TRUE
Dyshidrotic eczema	D011146	Eczema, Dyshidrotic	CUI_MATCH	Dyshidrotic eczema	2	TRUE
Dyslexia	D004410	Dyslexia	UMLS_MEDDRA	Dyslexia	2	TRUE
Dyssomnia	D020920	Dyssomnias	MM_CUI	Dyssomnia	2	TRUE
Dysstasia				Dysstasia	2	TRUE
Ear canal erythema	D004890	Erythema	REVERSE SUBSTRING MATCH	Ear canal erythema	2	TRUE
Ear feels clogged	D004423	Ear	REVERSE SUBSTRING MATCH	Ear feels clogged	2	TRUE
Ear pruritus	D011537	Pruritus	REVERSE SUBSTRING MATCH	Ear pruritus	2	TRUE
Ear roaring	D004423	Ear	REVERSE SUBSTRING MATCH	Ear roaring	2	TRUE
Echolalia	D004454	Echolalia	TERM_MATCH	Echolalia	2	TRUE
Eclampsia	D004461	Eclampsia	TERM_MATCH	Eclampsia	2	TRUE
Eczema infected	D004485	Eczema	REVERSE SUBSTRING MATCH	Eczema infected	2	TRUE
Effusion of knee				Effusion of knee	2	TRUE
Elastosis perforans	C536202	Elastosis perforans serpiginosa	UMLS_MEDDRA	Elastosis perforans	2	TRUE
Electrocardiogram PR shortened				Electrocardiogram PR shortened	2	TRUE
Electrocardiogram QT corrected interval				Electrocardiogram QT corrected interval	2	TRUE
Electrocardiogram QT interval				Electrocardiogram QT interval	2	TRUE
Electrocardiogram ST-T change				Electrocardiogram ST-T change	2	TRUE
Embolic stroke	D000083262		LOOKUP_EXACT_UMLS_TERM_2023	Embolic stroke	2	TRUE
Embolus leg	D004617	Embolism	REVERSE SUBSTRING MATCH	Embolus leg	2	TRUE
Emotional poverty				Emotional poverty	2	TRUE
Emprosthotonus				Emprosthotonus	2	TRUE
Encephalitis viral	D018792	Encephalitis, Viral	CUI_MATCH	Encephalitis viral	2	TRUE
Encephalocele	D004677	Encephalocele	TERM_MATCH	Encephalocele	2	TRUE
Endometrial thickening				Endometrial thickening	2	TRUE
Endotracheal intubation complication				Endotracheal intubation complication	2	TRUE
Ephelides	D008548	Melanosis	LOOKUP_EXACT_MEDDRA_TERM	Ephelides	2	TRUE
Epidermolysis bullosa	D004820	Epidermolysis Bullosa	UMLS_MEDDRA	Epidermolysis bullosa	2	TRUE
Epilepsy aggravated	D004827	Epilepsy	REVERSE SUBSTRING MATCH	Epilepsy aggravated	2	TRUE
Erythema multiforme minor	D004890	Erythema	REVERSE SUBSTRING MATCH	Erythema multiforme minor	2	TRUE
Erythema periorbital	D004890	Erythema	REVERSE SUBSTRING MATCH	Erythema periorbital	2	TRUE
Erythrosis				Erythrosis	2	TRUE
Escherichia sepsis	D018805	Sepsis	REVERSE SUBSTRING MATCH	Escherichia sepsis	2	TRUE
Exacerbation of acne	D000152	Acne Vulgaris	REVERSE SUBSTRING MATCH	Exacerbation of acne	2	TRUE
Exfoliative conditions				Exfoliative conditions	2	TRUE
Expressive language disorder				Expressive language disorder	2	TRUE
Extradural abscess	D020802	Epidural Abscess	CUI_MATCH	Extradural abscess	2	TRUE
Eyelash darkening				Eyelash darkening	2	TRUE
Eyelash hyperpigmentation	D017495	Hyperpigmentation	REVERSE SUBSTRING MATCH	Eyelash hyperpigmentation	2	TRUE
Eyelash thickening				Eyelash thickening	2	TRUE
Face injury	D005151	Facial Injuries	MM_CUI	Face injury	2	TRUE
Facial bones fracture	D050723	Fractures, Bone	REVERSE SUBSTRING MATCH	Facial bones fracture	2	TRUE
Facial wasting				Facial wasting	2	TRUE
Family stress	D013315	Stress, Psychological	MANUAL_CURATION	Family stress	2	TRUE
Fasting blood glucose increased	D044882	Glucose Metabolism Disorders	DATASETS_XREF	Fasting blood glucose increased	2	TRUE
Fatigue aggravated	D005221	Fatigue	REVERSE SUBSTRING MATCH	Fatigue aggravated	2	TRUE
Febrile convulsion	D003294	Seizures, Febrile	CUI_MATCH	Febrile convulsion	2	TRUE
Febrile disorders				Febrile disorders	2	TRUE
Feeling hot and cold	D019584	Hot Flashes	REVERSE SUBSTRING MATCH	Feeling hot and cold	2	TRUE
Feeling of despair				Feeling of despair	2	TRUE
Feeling of relaxation			FUZZY_MATCH	Feeling of relaxation	2	TRUE
Feeling of residual urine				Feeling of residual urine	2	TRUE
Felt faint				Felt faint	2	TRUE
Female sexual arousal disorder	D020018	Sexual Dysfunctions, Psychological	LOOKUP_EXACT_MEDDRA_TERM	Female sexual arousal disorder	2	TRUE
Femur shaft fracture	D050723	Fractures, Bone	REVERSE SUBSTRING MATCH	Femur shaft fracture	2	TRUE
Fertility male decreased				Fertility male decreased	2	TRUE
Fever of unknown origin	D005335	Fever of Unknown Origin	MM_CUI	Fever of unknown origin	2	TRUE
Fluid intake increased				Fluid intake increased	2	TRUE
Fluid loss				Fluid loss	2	TRUE
Fluorosis	D005458	Fluoride Poisoning	MM_CUI	Fluorosis	2	TRUE
Focal segmental glomerulosclerosis	D005923	Glomerulosclerosis, Focal Segmental	CUI_MATCH	Focal segmental glomerulosclerosis	2	TRUE
Foetal acidosis	D000138	Acidosis	REVERSE SUBSTRING MATCH	Foetal acidosis	2	TRUE
Foetal damage				Foetal damage	2	TRUE
Foetal heart rate	D006340	Heart Rate, Fetal	MM_CUI	Foetal heart rate	2	TRUE
Food interaction	D018565	Food-Drug Interactions	CUI_MATCH	Food interaction	2	TRUE
Foot and mouth disease	D005536	Foot-and-Mouth Disease	MM_CUI	Foot and mouth disease	2	TRUE
Fraction of inspired oxygen				Fraction of inspired oxygen	2	TRUE
Frigidity	D020018	Sexual Dysfunctions, Psychological	LOOKUP_EXACT_UMLS_TERM	Frigidity	2	TRUE
Frozen shoulder	D002062	Bursitis	EFO_MAP	Frozen shoulder	2	TRUE
Fundic gland polyp	D011127	Polyps	REVERSE SUBSTRING MATCH	Fundic gland polyp	2	TRUE
Gallbladder sludge				Gallbladder sludge	2	TRUE
Gasping				Gasping	2	TRUE
Gastric flu			FUZZY_MATCH	Gastric flu	2	TRUE
Gastric perforation				Gastric perforation	2	TRUE
Gastric ulcer perforation	D014456	Ulcer	REVERSE SUBSTRING MATCH	Gastric ulcer perforation	2	TRUE
Gastritis erosive	D005756	Gastritis	REVERSE SUBSTRING MATCH	Gastritis erosive	2	TRUE
Gastritis viral	D005756	Gastritis	REVERSE SUBSTRING MATCH	Gastritis viral	2	TRUE
Gastroduodenitis				Gastroduodenitis	2	TRUE
Gastroenteritis bacterial	D005759	Gastroenteritis	REVERSE SUBSTRING MATCH	Gastroenteritis bacterial	2	TRUE
Gastrointestinal cramps				Gastrointestinal cramps	2	TRUE
Gastrointestinal neoplasm	D005770	Gastrointestinal Neoplasms	UMLS_MEDDRA	Gastrointestinal neoplasm	2	TRUE
Gastrointestinal stoma complication				Gastrointestinal stoma complication	2	TRUE
Gastrointestinal stromal tumour	D046152	Gastrointestinal Stromal Tumors	UMLS_MEDDRA	Gastrointestinal stromal tumour	2	TRUE
Gastrooesophagitis				Gastrooesophagitis	2	TRUE
Generalized lymphadenopathy	D000072281	Lymphadenopathy	REVERSE SUBSTRING MATCH	Generalized lymphadenopathy	2	TRUE
Genetic polymorphism	D011110	Polymorphism, Genetic	CUI_MATCH	Genetic polymorphism	2	TRUE
Genital disorder male	D005832	Genital Diseases, Male	CUI_MATCH	Genital disorder male	2	TRUE
Genital pain male	D010146	Pain	REVERSE SUBSTRING MATCH	Genital pain male	2	TRUE
Genital swelling	D004487	Edema	REVERSE SUBSTRING MATCH	Genital swelling	2	TRUE
Gestational diabetes	D016640	Diabetes, Gestational	CUI_MATCH	Gestational diabetes	2	TRUE
Gilbert's syndrome	D005878	Gilbert Disease	CUI_MATCH	Gilbert's syndrome	2	TRUE
Gingival recession	D005889	Gingival Recession	CUI_MATCH	Gingival recession	2	TRUE
Glabellar reflex abnormal				Glabellar reflex abnormal	2	TRUE
Glioblastoma multiforme	D005909	Glioblastoma	EFO_MAP	Glioblastoma multiforme	2	TRUE
Glioma	D005910	Glioma	UMLS_MEDDRA	Glioma	2	TRUE
Globus hystericus	D000079564	Globus Sensation	CUI_MATCH	Globus hystericus	2	TRUE
Glomerulitis				Glomerulitis	2	TRUE
Glomerulonephritis minimal lesion	D009402	Nephrosis, Lipoid	CUI_MATCH	Glomerulonephritis minimal lesion	2	TRUE
Glottic edema	D004487	Edema	REVERSE SUBSTRING MATCH	Glottic edema	2	TRUE
Glycosylated haemoglobin decreased	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Glycosylated haemoglobin decreased	2	TRUE
Gout flare	D006073	Gout	REVERSE SUBSTRING MATCH	Gout flare	2	TRUE
Granulomatosis with polyangiitis	D014890	Granulomatosis with Polyangiitis	CUI_MATCH	Granulomatosis with polyangiitis	2	TRUE
Haematotoxicity				Haematotoxicity	2	TRUE
Haemochromatosis	D006432	Hemochromatosis	UMLS_MEDDRA	Haemochromatosis	2	TRUE
Haemoglobin abnormal	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Haemoglobin abnormal	2	TRUE
Haemorrhage in pregnancy	D011247	Pregnancy	REVERSE SUBSTRING MATCH	Haemorrhage in pregnancy	2	TRUE
Haemorrhagic erosive gastritis	D005756	Gastritis	REVERSE SUBSTRING MATCH	Haemorrhagic erosive gastritis	2	TRUE
Haemorrhagic urticaria	D014581	Urticaria	REVERSE SUBSTRING MATCH	Haemorrhagic urticaria	2	TRUE
Hand dermatitis	D003872	Dermatitis	REVERSE SUBSTRING MATCH	Hand dermatitis	2	TRUE
Hand swelling	D004487	Edema	REVERSE SUBSTRING MATCH	Hand swelling	2	TRUE
Head titubation				Head titubation	2	TRUE
Headache dull	D006261	Headache	REVERSE SUBSTRING MATCH	Headache dull	2	TRUE
Headache fullness	D006261	Headache	MANUAL_CURATION	Headache fullness	2	TRUE
Headache occurring	D006261	Headache	REVERSE SUBSTRING MATCH	Headache occurring	2	TRUE
Helicobacter infection	D016481	Helicobacter Infections	UMLS_MEDDRA	Helicobacter infection	2	TRUE
Hemorrhage of colon	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Hemorrhage of colon	2	TRUE
Hepatic congestion				Hepatic congestion	2	TRUE
Hepatic granuloma	D006099	Granuloma	REVERSE SUBSTRING MATCH	Hepatic granuloma	2	TRUE
Hepatic vein occlusion	D006502	Budd-Chiari Syndrome	UMLS	Hepatic vein occlusion	2	TRUE
Hepatitis alcoholic	D006519	Hepatitis, Alcoholic	CUI_MATCH	Hepatitis alcoholic	2	TRUE
Hepatitis B e antigen positive	D006509	Hepatitis B	REVERSE SUBSTRING MATCH	Hepatitis B e antigen positive	2	TRUE
Hernia congenital	D006547	Hernia	REVERSE SUBSTRING MATCH	Hernia congenital	2	TRUE
Herpes dermatitis	D003872	Dermatitis	REVERSE SUBSTRING MATCH	Herpes dermatitis	2	TRUE
Herpes simplex dermatitis	D006561	Herpes Simplex	REVERSE SUBSTRING MATCH	Herpes simplex dermatitis	2	TRUE
Histoplasmosis	D006660	Histoplasmosis	MM_CUI	Histoplasmosis	2	TRUE
Hoigne's syndrome				Hoigne's syndrome	2	TRUE
Humerus fracture	D006810	Humeral Fractures	CUI_MATCH	Humerus fracture	2	TRUE
Hyperbilirubinemia aggravated	D006932	Hyperbilirubinemia	REVERSE SUBSTRING MATCH	Hyperbilirubinemia aggravated	2	TRUE
Hypercoagulation				Hypercoagulation	2	TRUE
Hyperhemoglobinemia				Hyperhemoglobinemia	2	TRUE
Hyperostosis	D015576	Hyperostosis	TERM_MATCH	Hyperostosis	2	TRUE
Hyperproteinaemia				Hyperproteinaemia	2	TRUE
Hypertensive episode				Hypertensive episode	2	TRUE
Hypertensive nephropathy	C563161	Hypertensive Nephropathy	LOOKUP_EXACT_UMLS_TERM	Hypertensive nephropathy	2	TRUE
Hypervitaminosis A	D006986	Hypervitaminosis A	TERM_MATCH	Hypervitaminosis A	2	TRUE
Hypoaesthesia facial	D006987	Hypesthesia	REVERSE SUBSTRING MATCH	Hypoaesthesia facial	2	TRUE
Hypocapnia	D016857	Hypocapnia	TERM_MATCH	Hypocapnia	2	TRUE
Hypogammaglobulinaemia	D000361	Agammaglobulinemia	LOOKUP_EXACT_MEDDRA_TERM	Hypogammaglobulinaemia	2	TRUE
Hypoglycaemic seizure	D012640	Seizures	MANUAL_CURATION	Hypoglycaemic seizure	2	TRUE
Hypolipidaemia				Hypolipidaemia	2	TRUE
Hypoperfusion			FUZZY_MATCH	Hypoperfusion	2	TRUE
Hyposthenuria				Hyposthenuria	2	TRUE
Hypoxic-ischaemic encephalopathy	D002534	Hypoxia, Brain	LOOKUP_EXACT_MEDDRA_TERM	Hypoxic-ischaemic encephalopathy	2	TRUE
Idiopathic pneumonia syndrome	D011014	Pneumonia	REVERSE SUBSTRING MATCH	Idiopathic pneumonia syndrome	2	TRUE
Idiosyncratic drug reaction				Idiosyncratic drug reaction	2	TRUE
Ileitis regional	D003424	Crohn Disease	LOOKUP_REARRANGED	Ileitis regional	2	TRUE
Incision site oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Incision site oedema	2	TRUE
Incoherent				Incoherent	2	TRUE
Inflammatory swelling	D004487	Edema	REVERSE SUBSTRING MATCH	Inflammatory swelling	2	TRUE
Infusion site irritation				Infusion site irritation	2	TRUE
Injection site exfoliation				Injection site exfoliation	2	TRUE
Injection site granuloma	D006099	Granuloma	REVERSE SUBSTRING MATCH	Injection site granuloma	2	TRUE
Injection site vesicles				Injection site vesicles	2	TRUE
Insomnia exacerbated	D007319	Sleep Initiation and Maintenance Disorders	REVERSE SUBSTRING MATCH	Insomnia exacerbated	2	TRUE
Instillation site irritation				Instillation site irritation	2	TRUE
Intentional drug misuse				Intentional drug misuse	2	TRUE
Intermittent fever	D005334	Fever	REVERSE SUBSTRING MATCH	Intermittent fever	2	TRUE
International normalised ratio decreased				International normalised ratio decreased	2	TRUE
Intertrigo	D007402	Intertrigo	TERM_MATCH	Intertrigo	2	TRUE
Intestinal cramps				Intestinal cramps	2	TRUE
Intestinal infections	D007239	Infections	REVERSE SUBSTRING MATCH	Intestinal infections	2	TRUE
Intestinal stenosis				Intestinal stenosis	2	TRUE
Intraspinal bleeding				Intraspinal bleeding	2	TRUE
Iris adhesions				Iris adhesions	2	TRUE
Iris disorder	D007499	Iris Diseases	CUI_MATCH	Iris disorder	2	TRUE
Irritation gum				Irritation gum	2	TRUE
Ischaemic cardiomyopathy	D009202	Cardiomyopathies	REVERSE SUBSTRING MATCH	Ischaemic cardiomyopathy	2	TRUE
Ischaemic neuropathy	D011115	Polyneuropathies	REVERSE SUBSTRING MATCH	Ischaemic neuropathy	2	TRUE
Joint contracture	D003286	Contracture	REVERSE SUBSTRING MATCH	Joint contracture	2	TRUE
Joint crepitation				Joint crepitation	2	TRUE
Joint related signs and symptoms				Joint related signs and symptoms	2	TRUE
Judgement impaired				Judgement impaired	2	TRUE
Keloid scar	D007627	Keloid	TERM_MATCH	Keloid scar	2	TRUE
Klebsiella sepsis	D018805	Sepsis	REVERSE SUBSTRING MATCH	Klebsiella sepsis	2	TRUE
Kounis syndrome	D000074962	Kounis Syndrome	CUI_MATCH	Kounis syndrome	2	TRUE
Lacrimal gland disorder				Lacrimal gland disorder	2	TRUE
Lacunar infarction	D059409	Stroke, Lacunar	LOOKUP_EXACT_UMLS_TERM	Lacunar infarction	2	TRUE
Large intestinal haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Large intestinal haemorrhage	2	TRUE
Large intestinal obstruction	D007415	Intestinal Obstruction	REVERSE SUBSTRING MATCH	Large intestinal obstruction	2	TRUE
Laryngeal neoplasm	D007822	Laryngeal Neoplasms	CUI_MATCH	Laryngeal neoplasm	2	TRUE
Laryngotracheal oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Laryngotracheal oedema	2	TRUE
Latent tuberculosis	D055985	Latent Tuberculosis	UMLS_MEDDRA	Latent tuberculosis	2	TRUE
Leukaemoid reaction	D007955	Leukemoid Reaction	CUI_MATCH	Leukaemoid reaction	2	TRUE
Leukemia secondary	D007938	Leukemia	REVERSE SUBSTRING MATCH	Leukemia secondary	2	TRUE
Leukoplakia	D007971	Leukoplakia	UMLS_MEDDRA	Leukoplakia	2	TRUE
Limb reduction defect				Limb reduction defect	2	TRUE
Lip blister	D001768	Blister	REVERSE SUBSTRING MATCH	Lip blister	2	TRUE
Lip haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Lip haemorrhage	2	TRUE
Lipid metabolism disorder	D052439	Lipid Metabolism Disorders	MM_CUI	Lipid metabolism disorder	2	TRUE
Lipids increased	D008055	Lipids	LOOKUP_TRIMMED_UMLS_TERM	Lipids increased	2	TRUE
Lipoid nephrosis	D009402	Nephrosis, Lipoid	CUI_MATCH	Lipoid nephrosis	2	TRUE
Lithium poisoning	D011041	Poisoning	REVERSE SUBSTRING MATCH	Lithium poisoning	2	TRUE
Liver abscess	D008100	Liver Abscess	CUI_MATCH	Liver abscess	2	TRUE
Liver function test normal				Liver function test normal	2	TRUE
Lividity			FUZZY_MATCH	Lividity	2	TRUE
Localised numbness	D006987	Hypesthesia	REVERSE SUBSTRING MATCH	Localised numbness	2	TRUE
Localized rash	D005076	Exanthema	REVERSE SUBSTRING MATCH	Localized rash	2	TRUE
Lockjaw	D014313	Trismus	LOOKUP_EXACT_UMLS_TERM	Lockjaw	2	TRUE
Loeffler's syndrome				Loeffler's syndrome	2	TRUE
Loss of skin markings				Loss of skin markings	2	TRUE
Low birth weight baby	D007230	Infant, Low Birth Weight	LOOKUP_REARRANGED	Low birth weight baby	2	TRUE
Low pH				Low pH	2	TRUE
Low set ears				Low set ears	2	TRUE
Lumbar disc lesion				Lumbar disc lesion	2	TRUE
Lumbar puncture headache	D006261	Headache	REVERSE SUBSTRING MATCH	Lumbar puncture headache	2	TRUE
Lung neoplasm	D008175	Lung Neoplasms	UMLS_MEDDRA	Lung neoplasm	2	TRUE
Lung nodule	D008175	Lung Neoplasms	MANUAL_CURATION	Lung nodule	2	TRUE
